play_id,match_id,map_name,map_id,round,kill_ordinal,tick,event_seconds,attacker_side,attacker_side_id,player_slot,victim_side,victim_player_slot,weapon,weapon_id,weapon_class,weapon_class_id,headshot,distance,dmg_health,hitgroup,noscope,through_smoke,penetrated,wallbang,attacker_blind,attacker_kills_before,attacker_kills_after,ct_alive_before,t_alive_before,ct_alive_after,t_alive_after,attacker_alive_before,opponent_alive_before,attacker_alive_after,opponent_alive_after,time_since_previous_kill_s,time_to_next_kill_s,is_opening_kill,is_trade_within_5s,is_1v1_before,is_clutch_context,player_round_kills,first_player_kill_s,last_player_kill_s,round_kill_span_s,player_round_assists,player_round_headshots,player_round_kast,round_duration_s,winner_side,round_reason,has_bomb_plant,round_n_kills,round_n_headshots,round_n_awp_kills,round_n_smoke_kills,round_n_blind_kills,round_n_noscope_kills,round_n_wallbang_kills,round_n_trade_kills_5s,round_n_1v1_kills,had_clutch_context,had_1v1,kills_within_10s,kills_after_10s,kills_within_6s,local_kill_span_10s,media_id,player_side,primary_weapon,duration_s,media_bytes,sidecar_bytes,video_path,ticks_parquet_path,is_ace,is_1v1,is_clutch,is_plain_multikill,is_impressive_multikill,is_flick,tick_feature_computed,view_snap_score,flick_score_percentile,interest_score,tick_window_n,pre_angle_sum,pre_angle_max,pre_angle_mean,pre250_angle_sum,pre250_angle_max,pre250_yaw_sum,pre250_pitch_sum,post_angle_sum,avg_speed_xy,max_speed_xy,tick_error,tags,primary_label,event_phase,distance_log,time_since_previous_kill_log,time_to_next_kill_log,media_mb,sidecar_kb,x,y,video_url
2392942-de_mirage-r08-k008,2392942,de_mirage,6,8,8,57773,78.96875,t,2,7,ct,0,ak47,1,rifle,7,True,9.748404,109,head,False,True,0,False,False,2,3,1,1,0,1,1,1,1,0,5.78125,6.671875,False,False,True,True,3,72.171875,78.96875,6.796875,0,1,True,98.96875,t,ct_killed,True,10,1,1,4,0,0,0,2,1,True,True,1,1,1,0.0,2392942-de_mirage-r08-p07,T,ak47,79.5625,49437849,173080,hf://datasets/blanchon/opencs2_dataset@main/rounds/match_id=2392942/map_name=de_mirage/round=08/player=07/video.mp4,hf://datasets/blanchon/opencs2_dataset@main/rounds/match_id=2392942/map_name=de_mirage/round=08/player=07/ticks.parquet,False,True,True,True,True,False,False,0.609368930912343,,8.856213585474059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,clutch;1v1;impressive_multikill,1v1,0.9925373,2.3747573,1.9141614,2.037561,49.437849,173.08,2.077648534829286,1.3032810240262251,https://huggingface.co/datasets/blanchon/opencs2_dataset/resolve/main/rounds/match_id=2392942/map_name=de_mirage/round=08/player=07/video.mp4
2391819-de_mirage-r11-k008,2391819,de_mirage,6,11,8,78361,74.859375,t,2,5,ct,4,ak47,1,rifle,7,True,8.551351,110,head,False,True,0,False,False,2,3,1,1,0,1,1,1,1,0,9.328125,999.0,False,True,True,True,3,59.234375,74.859375,15.625,0,3,True,94.859375,t,ct_killed,True,9,6,0,1,0,0,1,2,1,True,True,1,1,1,0.0,2391819-de_mirage-r11-p05,T,ak47,75.40625,54276897,177704,hf://datasets/blanchon/opencs2_dataset@main/rounds/match_id=2391819/map_name=de_mirage/round=11/player=05/video.mp4,hf://datasets/blanchon/opencs2_dataset@main/rounds/match_id=2391819/map_name=de_mirage/round=11/player=05/ticks.parquet,False,True,True,True,True,False,False,0.606417064197586,,8.838502385185517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,clutch;1v1;impressive_multikill,1v1,0.9927476,2.2566826,2.3348708,4.1108737,54.276897,177.704,2.5833650009025515,1.4445779978236706,https://huggingface.co/datasets/blanchon/opencs2_dataset/resolve/main/rounds/match_id=2391819/map_name=de_mirage/round=11/player=05/video.mp4
2393062-de_nuke-r16-k008,2393062,de_nuke,7,16,8,113810,69.796875,t,2,0,ct,5,tec9,47,pistol,6,True,8.95695,101,head,False,True,0,False,False,2,3,1,1,0,1,1,1,1,0,1.46875,999.0,False,False,True,True,3,19.421875,69.796875,50.375,0,2,True,89.796875,t,ct_killed,True,9,2,1,2,0,0,0,2,1,True,True,2,1,2,1.46875,2393062-de_nuke-r16-p00,T,awp,70.34375,46662483,164087,hf://datasets/blanchon/opencs2_dataset@main/rounds/match_id=2393062/map_name=de_nuke/round=16/player=00/video.mp4,hf://datasets/blanchon/opencs2_dataset@main/rounds/match_id=2393062/map_name=de_nuke/round=16/player=00/ticks.parquet,False,True,True,True,True,False,False,0.6074567704662487,,8.794740622797493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,clutch;1v1;impressive_multikill,1v1,0.9922257,2.2982707,0.9037119,4.1108737,46.662483,164.087,2.38041246423378,2.1164345742874393,https://huggingface.co/datasets/blanchon/opencs2_dataset/resolve/main/rounds/match_id=2393062/map_name=de_nuke/round=16/player=00/video.mp4
2393219-de_mirage-r15-k008,2393219,de_mirage,6,15,8,98241,104.140625,ct,1,4,t,6,ak47,1,rifle,7,False,26.35283,15,left_leg,False,False,2,True,False,2,3,1,1,1,0,1,1,1,0,2.3125,999.0,False,False,True,True,3,82.53125,104.140625,21.609375,0,0,True,124.140625,ct,t_killed,False,9,2,0,1,0,0,2,0,1,True,True,2,1,2,2.3125,2393219-de_mirage-r15-p04,CT,m4a1,104.6875,78634032,249615,hf://datasets/blanchon/opencs2_dataset@main/rounds/match_id=2393219/map_name=de_mirage/round=15/player=04/video.mp4,hf://datasets/blanchon/opencs2_dataset@main/rounds/match_id=2393219/map_name=de_mirage/round=15/player=04/ticks.parquet,False,True,True,True,True,False,False,0.2827205007357255,,8.746323004414355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,clutch;1v1;impressive_multikill,1v1,0.9947761,3.30882,1.1977032,4.1108737,78.634032,249.615,0.6180676839412026,0.9176221367973484,https://huggingface.co/datasets/blanchon/opencs2_dataset/resolve/main/rounds/match_id=2393219/map_name=de_mirage/round=15/player=04/video.mp4
2393174-de_ancient-r09-k008,2393174,de_ancient,1,9,8,71753,81.5,t,2,1,ct,5,galilar,15,rifle,7,False,25.412481,10,chest,False,False,1,True,False,2,3,1,1,0,1,1,1,1,0,1.390625,999.0,False,False,True,True,3,11.484375,81.5,70.015625,0,1,True,101.5,t,ct_killed,True,9,5,0,0,0,0,1,3,1,True,True,2,1,2,1.390625,2393174-de_ancient-r09-p01,T,galilar,82.03125,67552984,216730,hf://datasets/blanchon/opencs2_dataset@main/rounds/match_id=2393174/map_name=de_ancient/round=09/player=01/video.mp4,hf://datasets/blanchon/opencs2_dataset@main/rounds/match_id=2393174/map_name=de_ancient/round=09/player=01/ticks.parquet,False,True,True,True,True,False,False,0.2818459168811519,,8.741075501286913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,clutch;1v1;impressive_multikill,1v1,0.99352384,3.2738366,0.87155485,4.1108737,67.552984,216.73,2.267782491857271,1.6033022109792745,https://huggingface.co/datasets/blanchon/opencs2_dataset/resolve/main/rounds/match_id=2393174/map_name=de_ancient/round=09/player=01/video.mp4
2393157-de_ancient-r17-k008,2393157,de_ancient,1,17,8,130835,72.140625,t,2,3,ct,8,ak47,1,rifle,7,True,7.569747,110,head,False,False,0,False,False,2,3,1,1,0,1,1,1,1,0,1.015625,999.0,False,False,True,True,3,68.1875,72.140625,3.953125,0,1,True,92.140625,t,ct_killed,False,9,4,1,3,0,0,0,0,1,True,True,3,1,2,3.953125,2393157-de_ancient-r17-p03,T,ak47,72.6875,64689603,203436,hf://datasets/blanchon/opencs2_dataset@main/rounds/match_id=2393157/map_name=de_ancient/round=17/player=03/video.mp4,hf://datasets/blanchon/opencs2_dataset@main/rounds/match_id=2393157/map_name=de_ancient/round=17/player=03/ticks.parquet,False,True,True,True,True,False,False,0.6037059551804551,,8.72223573108273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,clutch;1v1;impressive_multikill,1v1,0.99247634,2.1482382,0.70092934,4.1108737,64.689603,203.436,2.1279550061887735,1.7780419690747682,https://huggingface.co/datasets/blanchon/opencs2_dataset/resolve/main/rounds/match_id=2393157/map_name=de_ancient/round=17/player=03/video.mp4
2392588-de_ancient-r20-k008,2392588,de_ancient,1,20,8,180863,108.40625,t,2,4,ct,9,ak47,1,rifle,7,True,7.088861,142,head,False,False,0,False,False,2,3,1,1,0,1,1,1,1,0,0.828125,999.0,False,False,True,True,3,106.078125,108.40625,2.328125,0,3,True,128.40625,t,ct_killed,True,9,6,0,1,0,0,0,3,1,True,True,3,1,3,2.328125,2392588-de_ancient-r20-p04,T,ak47,108.96875,103339738,270103,hf://datasets/blanchon/opencs2_dataset@main/rounds/match_id=2392588/map_name=de_ancient/round=20/player=04/video.mp4,hf://datasets/blanchon/opencs2_dataset@main/rounds/match_id=2392588/map_name=de_ancient/round=20/player=04/ticks.parquet,False,True,True,True,True,False,False,0.6022621982162758,,8.713573189297655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,clutch;1v1;impressive_multikill,1v1,0.994838,2.090488,0.60329086,4.1108737,103.339738,270.103,3.1890621890334017,2.1082768829268543,https://huggingface.co/datasets/blanchon/opencs2_dataset/resolve/main/rounds/match_id=2392588/map_name=de_ancient/round=20/player=04/video.mp4
2392263-de_anubis-r15-k008,2392263,de_anubis,2,15,8,109174,96.21875,t,2,6,ct,2,galilar,15,rifle,7,True,5.9987655,92,head,False,False,0,False,False,2,3,1,1,0,1,1,1,1,0,0.53125,999.0,False,False,True,True,3,94.875,96.21875,1.34375,1,2,True,116.21875,t,ct_killed,True,9,7,0,0,0,0,0,2,1,True,True,3,1,3,1.34375,2392263-de_anubis-r15-p06,T,galilar,96.28125,67497147,213159,hf://datasets/blanchon/opencs2_dataset@main/rounds/match_id=2392263/map_name=de_anubis/round=15/player=06/video.mp4,hf://datasets/blanchon/opencs2_dataset@main/rounds/match_id=2392263/map_name=de_anubis/round=15/player=06/ticks.parquet,False,True,True,True,True,False,False,0.5986433442968209,,8.691860065780926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,clutch;1v1;impressive_multikill,1v1,0.99935085,1.9457338,0.4260844,4.1108737,67.497147,213.159,2.8553899797086415,1.9948881598548875,https://huggingface.co/datasets/blanchon/opencs2_dataset/resolve/main/rounds/match_id=2392263/map_name=de_anubis/round=15/player=06/video.mp4
2392036-de_ancient-r11-k008,2392036,de_ancient,1,11,8,86715,92.53125,t,2,5,ct,1,ak47,1,rifle,7,False,16.855099,17,stomach,False,False,1,True,False,2,3,1,1,0,1,1,1,1,0,0.890625,5.671875,False,False,True,True,3,14.984375,92.53125,77.546875,0,0,True,112.53125,t,ct_killed,True,10,2,1,0,0,0,2,1,1,True,True,2,1,2,0.890625,2392036-de_ancient-r11-p05,T,ak47,93.09375,86886780,243446,hf://datasets/blanchon/opencs2_dataset@main/rounds/match_id=2392036/map_name=de_ancient/round=11/player=05/video.mp4,hf://datasets/blanchon/opencs2_dataset@main/rounds/match_id=2392036/map_name=de_ancient/round=11/player=05/ticks.parquet,False,True,True,True,True,False,False,0.27205722775647717,,8.682343366538865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,clutch;1v1;impressive_multikill,1v1,0.9939577,2.8822892,0.63690746,1.8979009,86.88678,243.446,2.1603908499949265,1.5736256904256405,https://huggingface.co/datasets/blanchon/opencs2_dataset/resolve/main/rounds/match_id=2392036/map_name=de_ancient/round=11/player=05/video.mp4
2393066-de_overpass-r12-k008,2393066,de_overpass,8,12,8,103480,97.234375,t,2,3,ct,9,ak47,1,rifle,7,True,5.455357,142,head,False,False,0,False,False,2,3,1,1,0,1,1,1,1,0,2.734375,999.0,False,False,True,True,3,93.203125,97.234375,4.03125,0,2,True,117.234375,t,ct_killed,True,9,7,1,1,0,0,0,0,1,True,True,3,1,2,4.03125,2393066-de_overpass-r12-p03,T,ak47,97.78125,81358114,255050,hf://datasets/blanchon/opencs2_dataset@main/rounds/match_id=2393066/map_name=de_overpass/round=12/player=03/video.mp4,hf://datasets/blanchon/opencs2_dataset@main/rounds/match_id=2393066/map_name=de_overpass/round=12/player=03/ticks.parquet,False,True,True,True,True,False,False,0.5966227585077815,,8.67973655104669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,clutch;1v1;impressive_multikill,1v1,0.9944072,1.8649104,1.3175805,4.1108737,81.358114,255.05,2.874601872564613,2.0495386577153347,https://huggingface.co/datasets/blanchon/opencs2_dataset/resolve/main/rounds/match_id=2393066/map_name=de_overpass/round=12/player=03/video.mp4
2393066-de_dust2-r09-k008,2393066,de_dust2,4,9,8,78682,104.265625,t,2,6,ct,3,deagle,8,pistol,6,True,30.51724,130,head,False,False,0,False,False,2,3,1,1,0,1,1,1,1,0,1.421875,999.0,False,False,True,True,3,30.203125,104.265625,74.0625,1,3,True,124.265625,t,ct_killed,False,9,6,0,0,1,0,1,1,1,True,True,2,1,2,1.421875,2393066-de_dust2-r09-p06,T,deagle,104.8125,89156896,299069,hf://datasets/blanchon/opencs2_dataset@main/rounds/match_id=2393066/map_name=de_dust2/round=09/player=06/video.mp4,hf://datasets/blanchon/opencs2_dataset@main/rounds/match_id=2393066/map_name=de_dust2/round=09/player=06/ticks.parquet,False,True,True,True,True,False,True,2.9280603794189135,0.1023391812865497,8.567580207150863,35.0,2.3227801126073637,0.292510986328125,0.08009586595197805,1.1252146218514638,0.292510986328125,1.0656739752739668,0.12529000081121922,1.0973294366846067,35.64166990275962,43.95892293573816,,clutch;1v1;impressive_multikill,1v1,0.9947823,3.4505348,0.88454205,4.1108737,89.156896,299.069,4.215700382359483,-1.0167063627767032,https://huggingface.co/datasets/blanchon/opencs2_dataset/resolve/main/rounds/match_id=2393066/map_name=de_dust2/round=09/player=06/video.mp4
